Time,sasa,gyrate,hbond,LJSR,CSR
34100.0,26.338,0.88181,57.0,-768.384644,-1862.678223
34200.0,26.501,0.87831,49.0,-808.01886,-1795.998779
34300.0,26.194,0.877511,59.0,-840.12262,-1907.173828
34400.0,26.185,0.883041,56.0,-791.86145,-1792.14563
34500.0,26.39,0.880658,51.0,-857.714783,-1780.784668
34600.0,26.882,0.89447,51.0,-850.863708,-1765.161133
34700.0,25.6,0.879343,49.0,-802.934143,-1638.373413
34800.0,25.638,0.878571,57.0,-845.210266,-1844.078491
34900.0,25.661,0.87144,55.0,-840.442688,-1747.942627
35000.0,26.044,0.884263,54.0,-866.924194,-1719.502319
35100.0,26.318,0.879263,54.0,-842.530151,-1740.011475
35200.0,26.38,0.883005,52.0,-904.898132,-1749.020508
35300.0,25.797,0.877206,59.0,-890.862061,-1876.331299
35400.0,26.085,0.889273,57.0,-855.289795,-1865.366455
35500.0,25.813,0.872372,52.0,-853.283447,-1741.188843
35600.0,26.536,0.888864,58.0,-917.055298,-1768.459106
35700.0,26.452,0.885596,58.0,-853.59314,-1762.210938
35800.0,26.598,0.889629,54.0,-879.783142,-1776.684448
35900.0,26.94,0.892639,58.0,-815.912659,-1810.975586
36000.0,26.406,0.879579,56.0,-808.497498,-1784.362061
36100.0,27.616,0.893202,61.0,-872.907593,-1952.630615
36200.0,27.609,0.896618,63.0,-831.2323,-1969.856323
36300.0,26.287,0.886171,64.0,-869.212646,-1979.47168
36400.0,25.781,0.892874,56.0,-816.942383,-1860.849243
36500.0,25.983,0.892751,59.0,-762.590759,-2103.813721
36600.0,27.338,0.894998,52.0,-805.200134,-1898.642456
36700.0,27.382,0.893833,55.0,-914.726318,-1797.805298
36800.0,27.154,0.895741,60.0,-804.70459,-2019.48877
36900.0,26.385,0.885183,61.0,-796.743103,-2041.746826
37000.0,27.386,0.894582,52.0,-826.424622,-1879.8396
37100.0,25.716,0.879501,58.0,-823.42627,-1889.826172
37200.0,26.332,0.88682,55.0,-831.662781,-1896.256836
37300.0,26.867,0.891383,57.0,-913.346191,-1852.17688
37400.0,26.965,0.886231,56.0,-932.616394,-1799.628174
